-15634965.396903	38038546.1847767	-7688923.654659
-15633853.741673	38038519.7694250	-7691263.694883
-15632742.088350	38038493.1871874	-7693603.693245
-15631630.436959	38038466.4380641	-7695943.649733
-15630518.787524	38038439.5220551	-7698283.564332
-15629407.140069	38038412.4391607	-7700623.437031
-15628295.494618	38038385.1893810	-7702963.267817
-15627183.851197	38038357.7727162	-7705303.056677
-15626072.209830	38038330.1891664	-7707642.803599
-15624960.570540	38038302.4387319	-7709982.508568
-15623848.933353	38038274.5214127	-7712322.171574
-15622737.298293	38038246.4372090	-7714661.792602
-15621625.665384	38038218.1861211	-7717001.371641
-15620514.034651	38038189.7681490	-7719340.908677
-15619402.406118	38038161.1832931	-7721680.403698
-15618290.779809	38038132.4315535	-7724019.856690
-15617179.155750	38038103.5129303	-7726359.267642
-15616067.533964	38038074.4274238	-7728698.636541
-15614955.914475	38038045.1750341	-7731037.963373
-15613844.297309	38038015.7557616	-7733377.248125
-15612732.682490	38037986.1696064	-7735716.490786
-15611621.070041	38037956.4165686	-7738055.691342
-15610509.459988	38037926.4966485	-7740394.849781
-15609397.852355	38037896.4098464	-7742733.966090
-15608286.247166	38037866.1561624	-7745073.040256
-15607174.644446	38037835.7355967	-7747412.072266
-15606063.044220	38037805.1481497	-7749751.062108
-15604951.446510	38037774.3938215	-7752090.009768
-15603839.851343	38037743.4726124	-7754428.915234
-15602728.258743	38037712.3845226	-7756767.778494
-15601616.668733	38037681.1295523	-7759106.599535
-15600505.081338	38037649.7077018	-7761445.378343
-15599393.496583	38037618.1189714	-7763784.114906
-15598281.914492	38037586.3633614	-7766122.809211
-15597170.335090	38037554.4408718	-7768461.461246
-15596058.758401	38037522.3515030	-7770800.070998
-15594947.184449	38037490.0952554	-7773138.638453
-15593835.613259	38037457.6721292	-7775477.163600
-15592724.044855	38037425.0821245	-7777815.646425
-15591612.479262	38037392.3252417	-7780154.086916
-15590500.916503	38037359.4014811	-7782492.485060
-15589389.356605	38037326.3108431	-7784830.840844
-15588277.799590	38037293.0533277	-7787169.154256
-15587166.245484	38037259.6289354	-7789507.425282
-15586054.694310	38037226.0376664	-7791845.653910
-15584943.146093	38037192.2795211	-7794183.840128
-15583831.600858	38037158.3544997	-7796521.983922
-15582720.058629	38037124.2626025	-7798860.085279
-15581608.519431	38037090.0038299	-7801198.144188
-15580496.983287	38037055.5781821	-7803536.160634
-15579385.450223	38037020.9856595	-7805874.134606
-15578273.920262	38036986.2262624	-7808212.066091
-15577162.393430	38036951.2999911	-7810549.955076
-15576050.869749	38036916.2068460	-7812887.801547
-15574939.349246	38036880.9468273	-7815225.605493
-15573827.831945	38036845.5199355	-7817563.366901
-15572716.317869	38036809.9261707	-7819901.085758
-15571604.807043	38036774.1655335	-7822238.762051
-15570493.299492	38036738.2380241	-7824576.395767
-15569381.795240	38036702.1436429	-7826913.986894
-15568270.294311	38036665.8823901	-7829251.535418
-15567158.796731	38036629.4542663	-7831589.041328
-15566047.302522	38036592.8592717	-7833926.504610
-15564935.811711	38036556.0974067	-7836263.925252
-15563824.324320	38036519.1686717	-7838601.303241
-15562712.840375	38036482.0730670	-7840938.638564
-15561601.359900	38036444.8105930	-7843275.931208
-15560489.882920	38036407.3812502	-7845613.181161
-15559378.409458	38036369.7850388	-7847950.388410
-15558266.939540	38036332.0219592	-7850287.552942
-15557155.473189	38036294.0920118	-7852624.674744
-15556044.010430	38036255.9951971	-7854961.753804
-15554932.551288	38036217.7315155	-7857298.790109
-15553821.095787	38036179.3009672	-7859635.783646
-15552709.643951	38036140.7035528	-7861972.734402
-15551598.195805	38036101.9392726	-7864309.642365
-15550486.751373	38036063.0081271	-7866646.507522
-15549375.310680	38036023.9101165	-7868983.329860
-15548263.873750	38035984.6452415	-7871320.109366
-15547152.440607	38035945.2135024	-7873656.846028
-15546041.011276	38035905.6148996	-7875993.539833
-15544929.585781	38035865.8494335	-7878330.190768
-15543818.164148	38035825.9171046	-7880666.798821
-15542706.746399	38035785.8179132	-7883003.363978
-15541595.332560	38035745.5518600	-7885339.886227
-15540483.922654	38035705.1189452	-7887676.365555
-15539372.516707	38035664.5191694	-7890012.801950
-15538261.114743	38035623.7525329	-7892349.195398
-15537149.716786	38035582.8190362	-7894685.545888
-15536038.322861	38035541.7186799	-7897021.853405
-15534926.932992	38035500.4514643	-7899358.117938
-15533815.547203	38035459.0173899	-7901694.339474
-15532704.165519	38035417.4164572	-7904030.517999
-15531592.787965	38035375.6486666	-7906366.653502
-15530481.414564	38035333.7140187	-7908702.745969
-15529370.045342	38035291.6125138	-7911038.795388
-15528258.680322	38035249.3441525	-7913374.801746
-15527147.319529	38035206.9089353	-7915710.765030
-15526035.962987	38035164.3068627	-7918046.685228
-15524924.610721	38035121.5379351	-7920382.562326
-15523813.262756	38035078.6021530	-7922718.396313
-15522701.919115	38035035.4995170	-7925054.187175
-15521590.579823	38034992.2300276	-7927389.934899
-15520479.244905	38034948.7936852	-7929725.639473
-15519367.914384	38034905.1904903	-7932061.300884
-15518256.588286	38034861.4204435	-7934396.919119
-15517145.266635	38034817.4835453	-7936732.494166
-15516033.949455	38034773.3797963	-7939068.026012
-15514922.636771	38034729.1091969	-7941403.514644
-15513811.328606	38034684.6717476	-7943738.960049
-15512700.024986	38034640.0674490	-7946074.362214
-15511588.725935	38034595.2963017	-7948409.721128
-15510477.431477	38034550.3583062	-7950745.036776
-15509366.141637	38034505.2534629	-7953080.309148
-15508254.856438	38034459.9817726	-7955415.538228
-15507143.575907	38034414.5432356	-7957750.724006
-15506032.300066	38034368.9378526	-7960085.866467
-15504921.028941	38034323.1656241	-7962420.965601
-15503809.762555	38034277.2265508	-7964756.021392
-15502698.500934	38034231.1206330	-7967091.033830
-15501587.244101	38034184.8478715	-7969426.002901
-15500475.992081	38034138.4082667	-7971760.928592
-15499364.744899	38034091.8018194	-7974095.810891
-15498253.502578	38034045.0285299	-7976430.649786
-15497142.265144	38033998.0883990	-7978765.445262
-15496031.032620	38033950.9814273	-7981100.197308
-15494919.805032	38033903.7076152	-7983434.905910
-15493808.582403	38033856.2669634	-7985769.571057
-15492697.364758	38033808.6594725	-7988104.192735
-15491586.152121	38033760.8851431	-7990438.770932
-15490474.944517	38033712.9439757	-7992773.305634
-15489363.741971	38033664.8359711	-7995107.796830
-15488252.544506	38033616.5611298	-7997442.244505
-15487141.352147	38033568.1194524	-7999776.648649
-15486030.164918	38033519.5109396	-8002111.009247
-15484918.982844	38033470.7355919	-8004445.326288
-15483807.805950	38033421.7934100	-8006779.599758
-15482696.634259	38033372.6843946	-8009113.829644
-15481585.467796	38033323.4085462	-8011448.015935
-15480474.306586	38033273.9658655	-8013782.158616
-15479363.150653	38033224.3563531	-8016116.257677
-15478252.000021	38033174.5800097	-8018450.313103
-15477140.854715	38033124.6368359	-8020784.324882
-15476029.714759	38033074.5268324	-8023118.293001
-15474918.580177	38033024.2499999	-8025452.217448
-15473807.450995	38032973.8063389	-8027786.098210
-15472696.327236	38032923.1958502	-8030119.935273
-15471585.208925	38032872.4185344	-8032453.728626
-15470474.096086	38032821.4743922	-8034787.478256
-15469362.988744	38032770.3634242	-8037121.184150
-15468251.886923	38032719.0856311	-8039454.846295
-15467140.790647	38032667.6410138	-8041788.464678
-15466029.699942	38032616.0295726	-8044122.039287
-15464918.614830	38032564.2513084	-8046455.570109
-15463807.535338	38032512.3062219	-8048789.057131
-15462696.461488	38032460.1943138	-8051122.500340
-15461585.393306	38032407.9155848	-8053455.899725
-15460474.330816	38032355.4700356	-8055789.255271
-15459363.274043	38032302.8576667	-8058122.566967
-15458252.223010	38032250.0784791	-8060455.834799
-15457141.177743	38032197.1324734	-8062789.058755
-15456030.138265	38032144.0196503	-8065122.238823
-15454919.104602	38032090.7400105	-8067455.374988
-15453808.076776	38032037.2935547	-8069788.467240
-15452697.054814	38031983.6802837	-8072121.515564
-15451586.038739	38031929.9001983	-8074454.519949
-15450475.028576	38031875.9532991	-8076787.480381
-15449364.024348	38031821.8395868	-8079120.396848
-15448253.026082	38031767.5590623	-8081453.269336
-15447142.033800	38031713.1117263	-8083786.097834
-15446031.047528	38031658.4975794	-8086118.882329
-15444920.067289	38031603.7166226	-8088451.622808
-15443809.093109	38031548.7688564	-8090784.319257
-15442698.125011	38031493.6542817	-8093116.971666
-15441587.163020	38031438.3728993	-8095449.580019
-15440476.207161	38031382.9247099	-8097782.144306
-15439365.257457	38031327.3097142	-8100114.664513
-15438254.313934	38031271.5279131	-8102447.140627
-15437143.376616	38031215.5793074	-8104779.572637
-15436032.445526	38031159.4638978	-8107111.960528
-15434921.520690	38031103.1816850	-8109444.304288
-15433810.602132	38031046.7326699	-8111776.603906
-15432699.689877	38030990.1168534	-8114108.859367
-15431588.783948	38030933.3342360	-8116441.070659
-15430477.884370	38030876.3848187	-8118773.237770
-15429366.991168	38030819.2686024	-8121105.360686
-15428256.104365	38030761.9855877	-8123437.439395
-15427145.223987	38030704.5357755	-8125769.473885
-15426034.350058	38030646.9191665	-8128101.464142
-15424923.482602	38030589.1357617	-8130433.410154
-15423812.621644	38030531.1855619	-8132765.311908
-15422701.767208	38030473.0685678	-8135097.169391
-15421590.919318	38030414.7847803	-8137428.982591
-15420480.077999	38030356.3342002	-8139760.751495
-15419369.243275	38030297.7168283	-8142092.476090
-15418258.415171	38030238.9326656	-8144424.156364
-15417147.593711	38030179.9817128	-8146755.792303
-15416036.778919	38030120.8639708	-8149087.383896
-15414925.970821	38030061.5794404	-8151418.931128
-15413815.169439	38030002.1281225	-8153750.433989
-15412704.374800	38029942.5100179	-8156081.892464
-15411593.586926	38029882.7251276	-8158413.306541
-15410482.805844	38029822.7734523	-8160744.676208
-15409372.031576	38029762.6549929	-8163076.001452
-15408261.264147	38029702.3697504	-8165407.282259
-15407150.503582	38029641.9177255	-8167738.518618
-15406039.749906	38029581.2989191	-8170069.710516
-15404929.003142	38029520.5133322	-8172400.857939
-15403818.263315	38029459.5609656	-8174731.960875
-15402707.530449	38029398.4418203	-8177063.019312
-15401596.804569	38029337.1558971	-8179394.033237
-15400486.085699	38029275.7031968	-8181725.002636
-15399375.373865	38029214.0837205	-8184055.927498
-15398264.669089	38029152.2974689	-8186386.807809
-15397153.971396	38029090.3444431	-8188717.643557
-15396043.280812	38029028.2246439	-8191048.434729
-15394932.597359	38028965.9380722	-8193379.181313
-15393821.921064	38028903.4847290	-8195709.883295
-15392711.251949	38028840.8646152	-8198040.540663
-15391600.590040	38028778.0777316	-8200371.153405
-15390489.935361	38028715.1240793	-8202701.721507
-15389379.287936	38028652.0036591	-8205032.244957
-15388268.647790	38028588.7164721	-8207362.723742
-15387158.014947	38028525.2625191	-8209693.157849
-15386047.389432	38028461.6418010	-8212023.547266
-15384936.771268	38028397.8543189	-8214353.891980
-15383826.160481	38028333.9000737	-8216684.191978
-15382715.557095	38028269.7790663	-8219014.447248
-15381604.961133	38028205.4912977	-8221344.657776
-15380494.372622	38028141.0367688	-8223674.823551
-15379383.791584	38028076.4154807	-8226004.944559
-15378273.218045	38028011.6274342	-8228335.020787
-15377162.652028	38027946.6726304	-8230665.052224
-15376052.093559	38027881.5510702	-8232995.038856
-15374941.542661	38027816.2627547	-8235324.980670
-15373830.999359	38027750.8076847	-8237654.877655
-15372720.463678	38027685.1858613	-8239984.729796
-15371609.935642	38027619.3972854	-8242314.537082
-15370499.415275	38027553.4419582	-8244644.299499
-15369388.902601	38027487.3198805	-8246974.017036
-15368278.397645	38027421.0310534	-8249303.689679
-15367167.900432	38027354.5754778	-8251633.317415
-15366057.410986	38027287.9531548	-8253962.900232
-15364946.929331	38027221.1640853	-8256292.438117
-15363836.455492	38027154.2082705	-8258621.931058
-15362725.989492	38027087.0857114	-8260951.379041
-15361615.531358	38027019.7964088	-8263280.782055
-15360505.081112	38026952.3403639	-8265610.140086
-15359394.638779	38026884.7175777	-8267939.453121
-15358284.204384	38026816.9280512	-8270268.721148
-15357173.777951	38026748.9717855	-8272597.944155
-15356063.359505	38026680.8487816	-8274927.122128
-15354952.949069	38026612.5590406	-8277256.255054
-15353842.546669	38026544.1025635	-8279585.342922
-15352732.152329	38026475.4793513	-8281914.385718
-15351621.766073	38026406.6894051	-8284243.383430
-15350511.387925	38026337.7327260	-8286572.336044
-15349401.017910	38026268.6093150	-8288901.243549
-15348290.656052	38026199.3191732	-8291230.105931
-15347180.302376	38026129.8623016	-8293558.923179
-15346069.956906	38026060.2387014	-8295887.695278
-15344959.619667	38025990.4483736	-8298216.422217
-15343849.290683	38025920.4913194	-8300545.103982
-15342738.969978	38025850.3675397	-8302873.740561
-15341628.657577	38025780.0770356	-8305202.331942
-15340518.353503	38025709.6198083	-8307530.878111
-15339408.057783	38025638.9958588	-8309859.379057
-15338297.770439	38025568.2051883	-8312187.834765
-15337187.491497	38025497.2477978	-8314516.245224
-15336077.220980	38025426.1236885	-8316844.610420
-15334966.958914	38025354.8328615	-8319172.930342
-15333856.705322	38025283.3753178	-8321501.204976
-15332746.460229	38025211.7510586	-8323829.434309
-15331636.223660	38025139.9600850	-8326157.618330
-15330525.995638	38025068.0023982	-8328485.757025
-15329415.776188	38024995.8779993	-8330813.850381
-15328305.565335	38024923.5868893	-8333141.898386
-15327195.363103	38024851.1290694	-8335469.901028
-15326085.169516	38024778.5045408	-8337797.858292
-15324974.984599	38024705.7133046	-8340125.770168
-15323864.808376	38024632.7553620	-8342453.636642
-15322754.640872	38024559.6307141	-8344781.457700
-15321644.482110	38024486.3393620	-8347109.233332
-15320534.332116	38024412.8813069	-8349436.963524
-15319424.190914	38024339.2565500	-8351764.648262
-15318314.058528	38024265.4650924	-8354092.287535
-15317203.934982	38024191.5069353	-8356419.881331
-15316093.820301	38024117.3820799	-8358747.429635
-15314983.714510	38024043.0905273	-8361074.932435
-15313873.617633	38023968.6322788	-8363402.389720
-15312763.529693	38023894.0073354	-8365729.801475
-15311653.450716	38023819.2156985	-8368057.167689
-15310543.380726	38023744.2573691	-8370384.488348
-15309433.319748	38023669.1323485	-8372711.763441
-15308323.267805	38023593.8406378	-8375038.992953
-15307213.224922	38023518.3822383	-8377366.176874
-15306103.191124	38023442.7571511	-8379693.315189
-15304993.166434	38023366.9653776	-8382020.407886
-15303883.150878	38023291.0069187	-8384347.454952
-15302773.144480	38023214.8817759	-8386674.456376
